,Rank,Name,Net worth,Age,Citizenship,Source,Industry
2022,2020,John Farber,$1.4 B,97,United States,Chemicals,
2023,2020,J. Christopher Flowers,$1.4 B,65,United States,Investments,
2024,2020,Reinold Geiger,$1.4 B,75,Austria,Beauty products,
2025,2020,Ali Ghodsi,$1.4 B,44,Sweden,Data analytics,
2026,2020,Lance Gokongwei,$1.4 B,55,Philippines,Diversified,
2027,2020,Guan Yihong,$1.4 B,53,China,Restaurant,
2028,2020,Rajinder Gupta,$1.4 B,64,India,"Textiles, paper",
2029,2020,Torstein Hagen,$1.4 B,80,Norway,Cruises,
2030,2020,Ayman Hariri,$1.4 B,44,Lebanon,"Construction, investments",
2031,2020,Alfredo Harp Helu & family,$1.4 B,79,Mexico,"Banking, investments",
2032,2020,He Xiaopeng,$1.4 B,45,China,Electric vehicles,
2033,2020,Christoph Henkel,$1.4 B,65,Germany,Consumer goods,
2034,2020,Daniel Hirschfeld,$1.4 B,81,United States,Fashion retail,
2035,2020,Drew Houston,$1.4 B,40,United States,Cloud storage service,
2036,2020,Huang Jinxiang & family,$1.4 B,58,China,Chemicals,
2037,2020,Rameshchandra Jain,$1.4 B,74,India,Textiles,
2038,2020,Ke Zunhong & family,$1.4 B,68,China,Pharmaceuticals,
2039,2020,Kim Taek-jin,$1.4 B,56,South Korea,Online games,
2040,2020,Koh Wee Meng,$1.4 B,59,Singapore,"Real estate, hotels",
2041,2020,Sergei Kolesnikov,$1.4 B,51,Russia,Building materials,
2042,2020,Hemendra Kothari,$1.4 B,76,India,Financial services,
2043,2020,Sebastian Kulczyk,$1.4 B,42,Poland,Diversified,
2044,2020,Kwee Liong Keng,$1.4 B,77,Singapore,Real estate,
2045,2020,Kwee Liong Phing,$1.4 B,65,Singapore,Real estate,
2046,2020,Kwee Liong Seen,$1.4 B,70,Singapore,Real estate,
2047,2020,Kwee Liong Tek,$1.4 B,76,Singapore,Real estate,
2048,2020,Kwek Leng Keow,$1.4 B,71,Singapore,Diversified,
2049,2020,Kwek Leng Peck,$1.4 B,67,Singapore,Diversified,
2050,2020,Raymond Kwok,$1.4 B,69,Hong Kong,Real estate,
2051,2020,Lee Ho-jin,$1.4 B,60,South Korea,Diversified,
2052,2020,Michael Lee-Chin,$1.4 B,72,Canada,Mutual funds,
2053,2020,Manfredi Lefebvre d'Ovidio & family,$1.4 B,69,Italy,Cruises,
2054,2020,Bernard Lewis & family,$1.4 B,97,United Kingdom,Fashion retailer,
2055,2020,Li Jinyang,$1.4 B,N/A,China,Mining,
2056,2020,William Li,$1.4 B,48,China,Electric vehicles,
2057,2020,Jenny Lindén Urnes,$1.4 B,52,Sweden,Powdered metal,
2058,2020,Liu Fangyi,$1.4 B,53,China,Medical equipment,
2059,2020,K.C. Liu,$1.4 B,69,Taiwan,Manufacturing,
2060,2020,Liu Ming Chung,$1.4 B,60,Brazil,Paper,
2061,2020,Anatoly Lomakin,$1.4 B,70,Russia,Investments,
2062,2020,Brandt Louie,$1.4 B,79,Canada,Drugstores,
2063,2020,Lucia Maggi & family,$1.4 B,90,Brazil,Agribusiness,
2064,2020,Gary Magness,$1.4 B,69,United States,"Cable TV, investments",
2065,2020,Mao Lixiang & family,$1.4 B,82,China,Cooking appliances,
2066,2020,David McMurtry,$1.4 B,82,United Kingdom,Manufacturing,
2067,2020,Deepak Mehta,$1.4 B,66,India,Chemicals,
2068,2020,Miao Shouliang,$1.4 B,68,China,Real estate,
2069,2020,Miao Yongjun,$1.4 B,55,China,Clinical diagnostics,
2070,2020,Yoshiko Mori,$1.4 B,82,Japan,Real estate,
2071,2020,Marius Nacht,$1.4 B,57,Israel,Software,
2072,2020,Tadako Nakatani,$1.4 B,N/A,Japan,Medical diagnostic equipment,
2073,2020,Vadim Novinsky,$1.4 B,59,Ukraine,Steel,
2074,2020,Niti Osathanugrah,$1.4 B,49,Thailand,"Energy drinks,investments",
2075,2020,Gretel Packer,$1.4 B,57,Australia,Investments,
2076,2020,Pan Longquan,$1.4 B,58,China,Manufacturing,
2077,2020,Pan Shiyi,$1.4 B,60,China,Real estate,
2078,2020,David Paul,$1.4 B,56,United States,Medical devices,
2079,2020,Tom Persson,$1.4 B,38,Sweden,H&M,
2080,2020,Qian Jinghong,$1.4 B,50,China,Electric scooters,
2081,2020,Qin Long,$1.4 B,57,China,Tire,
2082,2020,M.Satyanarayana Reddy,$1.4 B,65,India,Pharmaceuticals,
2083,2020,Mochtar Riady & family,$1.4 B,93,Indonesia,Diversified,
2084,2020,Rihanna,$1.4 B,35,Barbados,"Music, cosmetics",
2085,2020,Boris Rotenberg,$1.4 B,66,Russia,"Construction, pipes, chemicals",
2086,2020,Subhash Runwal,$1.4 B,79,India,Real estate,
2087,2020,Igor Rybakov,$1.4 B,50,Russia,Building materials,
2088,2020,Carlos Sanchez,$1.4 B,61,Brazil,Generic drugs,
2089,2020,Martin Selig,$1.4 B,85,United States,Real estate,
2090,2020,Airat Shaimiev,$1.4 B,61,Russia,"Refinery, chemicals",
2091,2020,Radik Shaimiev,$1.4 B,58,Russia,"Refinery, chemicals",
2092,2020,Nobutoshi Shimamura,$1.4 B,97,Japan,Retail,
2093,2020,Jared Smith,$1.4 B,48,United States,Cloud computing,
2094,2020,Charlotte Soderstrom,$1.4 B,46,Sweden,H&M,
2095,2020,Anand Surana,$1.4 B,52,India,Pharmaceuticals,
2096,2020,Dilip Surana,$1.4 B,57,India,Pharmaceuticals,
2097,2020,Wilma Tisch,$1.4 B,95,United States,Diversified,
2098,2020,Jianyi Wang,$1.4 B,60,China,Fiber optic cables,
2099,2020,Wang Jilei,$1.4 B,58,China,Logistics,
2100,2020,Shuifu Wang,$1.4 B,68,China,Manufacturing,
2101,2020,Wang Yanqing & family,$1.4 B,76,China,Carbon fiber products,
2102,2020,Wang Zelong,$1.4 B,26,China,Chemicals,
2103,2020,Werner O. Weber,$1.4 B,84,Switzerland,Electronic components,
2104,2020,Anne Werninghaus,$1.4 B,37,Brazil,Industrial machinery,
2105,2020,"Alfred West, Jr.",$1.4 B,80,United States,Money management,
2106,2020,Bo Wu,$1.4 B,68,China,Machinery,
2107,2020,Wu Chaoqun,$1.4 B,53,China,Chemicals,
2108,2020,Swift Xie,$1.4 B,43,China,Drones,
2109,2020,Xu Guozhong & family,$1.4 B,59,China,Motors,
2110,2020,Yao Kuizhang,$1.4 B,58,China,Beverages,
2111,2020,Yu Peidi,$1.4 B,63,Hong Kong,Real estate,
2112,2020,Yuan Liping,$1.4 B,52,Canada,Pharmaceuticals,
2113,2020,Zhang Chuanwei & family,$1.4 B,60,China,Machinery,
2114,2020,Zhang Keqiang,$1.4 B,62,China,Real estate,
2115,2020,Zhang Xin,$1.4 B,57,China,Real estate,
2116,2020,Xinghai Zhang & family,$1.4 B,60,China,Machinery,
2117,2020,Zheng Jianjiang & family,$1.4 B,62,China,Electrical equipment,
2118,2020,Zhong Sheng Jian,$1.4 B,65,Singapore,Real estate,
2119,2020,Zhou Chengjian,$1.4 B,57,China,Fashion retail,
2120,2020,Boris Zingarevich,$1.4 B,63,Russia,"Pulp and paper, diversified",
2121,2133,A. Jayson Adair,$1.3 B,53,United States,Damaged cars,
2122,2133,Soegiarto Adikoesoemo,$1.3 B,85,Indonesia,Chemicals,
2123,2133,Rajendra Agarwal,$1.3 B,64,India,Pharmaceuticals,
2124,2133,Chirayu Amin,$1.3 B,76,India,Pharmaceuticals,
2125,2133,Anant Asavabhokhin,$1.3 B,72,Thailand,Real estate,
2126,2133,Roman Avdeev,$1.3 B,55,Russia,"Banking, development",
2127,2133,Ziv Aviram,$1.3 B,64,Israel,Automotive technology,
2128,2133,Sachin Bansal,$1.3 B,41,India,Flipkart,
2129,2133,Kiki Barki,$1.3 B,83,Indonesia,Coal,
2130,2133,Elena Baturina,$1.3 B,60,Russia,"Investments, real estate",
2131,2133,Banwari Lal Bawri,$1.3 B,70,India,Pharmaceuticals,
2132,2133,Othman Benjelloun & family,$1.3 B,90,Morocco,"Banking, insurance",
2133,2133,Hari Bhartia,$1.3 B,66,India,Diversified,
2134,2133,Shyam Bhartia,$1.3 B,70,India,"Pharmaceuticals, food",
2135,2133,Stewart Butterfield,$1.3 B,50,Canada,Messaging software,
2136,2133,Cai Mingtong,$1.3 B,71,China,Electronic components,
2137,2133,Anthony Casalena,$1.3 B,40,United States,Software,
2138,2133,Chang Jianming & family,$1.3 B,58,China,Industrial equipment,
2139,2133,Richard Chang,$1.3 B,76,Taiwan,"Real estate, electronics",
2140,2133,Chen Xuehua,$1.3 B,62,China,Minerals processing,
2141,2133,Chen Yin,$1.3 B,50,China,Power tools,
2142,2133,Chin Jong Hwa,$1.3 B,64,Taiwan,Auto parts,
2143,2133,R. Marcelo Claure,$1.3 B,52,United States,Cell phone distribution,
2144,2133,Alberto Cortina,$1.3 B,77,Spain,Investments,
2145,2133,Eduardo Costantini,$1.3 B,76,Argentina,Real estate,
2146,2133,Wenjun Dai,$1.3 B,54,China,Food,
2147,2133,Anand Deshpande,$1.3 B,60,India,Technology,
2148,2133,Aydin Dogan,$1.3 B,86,Turkey,Media,
2149,2133,Annalisa Doris,$1.3 B,52,Italy,Financial services,
2150,2133,Massimo Doris,$1.3 B,55,Italy,Financial services,
2151,2133,Weimin Du,$1.3 B,59,China,Vaccines,
2152,2133,Timothy Dunn & family,$1.3 B,67,United States,Energy,
2153,2133,Keiko Erikawa,$1.3 B,74,Japan,Video games,
2154,2133,Yoichi Erikawa,$1.3 B,72,Japan,Video games,
2155,2133,Philip Fayer,$1.3 B,45,Canada,Online payments,
2156,2133,Marvy Finger,$1.3 B,87,United States,Real estate,
2157,2133,Simona Giorgetta,$1.3 B,45,Italy,Chemical products,
2158,2133,Joel Greenberg,$1.3 B,65,United States,"Trading, investments",
2159,2133,He Zhiping,$1.3 B,59,China,Investments,
2160,2133,Heikki Herlin,$1.3 B,36,Finland,"Elevators, escalators",
2161,2133,Hoi Kin Hong,$1.3 B,70,Macau,Real estate,
2162,2133,Lillyn Teh Li Hua,$1.3 B,N/A,Malaysia,Finance,
2163,2133,Gregg Hymowitz,$1.3 B,57,United States,Asset management,
2164,2133,Mitchell Jacobson,$1.3 B,72,United States,Industrial equipment,
2165,2133,Anurang Jain,$1.3 B,61,India,Auto parts,
2166,2133,Jiang Guiting & family,$1.3 B,64,China,Manufacturing,
2167,2133,Jin Xin,$1.3 B,56,China,Manufacturing,
2168,2133,Conni Jonsson,$1.3 B,62,Sweden,Asset management,
2169,2133,George Joseph,$1.3 B,101,United States,Insurance,
2170,2133,Laurent Junique,$1.3 B,57,France,Call centers,
2171,2133,Zbigniew Juroszek & family,$1.3 B,60,Poland,"Real estate, gambling",
2172,2133,Alexander Karp,$1.3 B,55,United States,Software firm,
2173,2133,Joe Kiani,$1.3 B,58,United States,Medical devices,
2174,2133,Seth Klarman,$1.3 B,65,United States,Investments,
2175,2133,Kagemasa Kozuki,$1.3 B,82,Japan,Video games,
2176,2133,Michael Krasny,$1.3 B,69,United States,Retail,
2177,2133,Eduard Kucera,$1.3 B,70,Czech Republic,Software,
2178,2133,Kristo Käärmann,$1.3 B,42,Estonia,"Payments, banking",
2179,2133,Gary Lauder,$1.3 B,60,United States,Estée Lauder,
2180,2133,Lee Hae-jin,$1.3 B,55,South Korea,Internet,
2181,2133,Art Levinson,$1.3 B,73,United States,"Genentech, Apple",
2182,2133,Li Denghai,$1.3 B,73,China,Seed production,
2183,2133,Fengluan Li,$1.3 B,61,China,"Steel, diversified",
2184,2133,Li Yongqing,$1.3 B,58,China,Petro Firbe,
2185,2133,Li Zhigang,$1.3 B,46,China,Machinery,
2186,2133,Liu Gexin & family,$1.3 B,71,China,Pharmaceuticals,
2187,2133,Itamar Locks & family,$1.3 B,68,Brazil,Agribusiness,
2188,2133,Lu Hongyan,$1.3 B,45,China,Online games,
2189,2133,Blairo Maggi,$1.3 B,66,Brazil,Agribusiness,
2190,2133,Yasseen Mansour,$1.3 B,61,Egypt,Diversified,
2191,2133,Charlwin Mao,$1.3 B,N/A,China,E-commerce,
2192,2133,George Marcus,$1.3 B,81,United States,Real estate,
2193,2133,Yves-Loic Martin,$1.3 B,57,France,Laboratory services,
2194,2133,Carsten Maschmeyer,$1.3 B,63,Germany,Finance services,
2195,2133,Lillian Teh Li Ming,$1.3 B,N/A,Malaysia,Banking,
2196,2133,Martin Moller Nielsen,$1.3 B,58,Denmark,Aircraft leasing,
2197,2133,Jahm Najafi,$1.3 B,60,United States,Investments,
2198,2133,Randal Nardone,$1.3 B,67,United States,"Investments, energy",
2199,2133,Nguyen Dang Quang,$1.3 B,59,Vietnam,"Consumer products, banking",
2200,2133,Kazuo Okada,$1.3 B,80,Japan,Casinos,
2201,2133,John Oyler,$1.3 B,55,United States,Biotech,
2202,2133,William Teh Lee Pang,$1.3 B,N/A,Malaysia,Banking,
2203,2133,George Pedersen & family,$1.3 B,87,United States,Defense contractor,
2204,2133,Qu Miranda,$1.3 B,38,China,E-commerce,
2205,2133,Jupally Rameshwar Rao,$1.3 B,67,India,Real estate,
2206,2133,G. M. Rao,$1.3 B,72,India,Infrastructure,
2207,2133,P.V. Ramprasad Reddy,$1.3 B,65,India,Pharmaceuticals,
2208,2133,Satish Reddy,$1.3 B,55,India,Pharmaceuticals,
2209,2133,Fernando Roig,$1.3 B,75,Spain,Supermarkets,
2210,2133,Igor Rotenberg,$1.3 B,49,Russia,"Investments, real estate",
2211,2133,Seifeddin Rustamov,$1.3 B,60,Russia,Chemicals,
2212,2133,Deniz Sahenk,$1.3 B,77,Turkey,Diversified,
2213,2133,Nobutada Saji,$1.3 B,77,Japan,Beverages,
2214,2133,Hajime Satomi,$1.3 B,81,Japan,"Video games, pachinko",
2215,2133,James Scapa,$1.3 B,66,United States,Software,
2216,2133,Stephan Schnabel,$1.3 B,48,Germany,Chemicals,
2217,2133,Devi Shetty,$1.3 B,70,India,Healthcare,
2218,2133,Albert Shigaboutdinov,$1.3 B,70,Russia,"Refinery, chemicals",
2219,2133,Diana Teh Li Shing,$1.3 B,N/A,Malaysia,Banking,
2220,2133,Denis Shtengelov,$1.3 B,50,Russia,"Food, retail",
2221,2133,Fei Song,$1.3 B,56,China,Machinery,
2222,2133,Hal Steinbrenner,$1.3 B,54,United States,Sports,
2223,2133,Jessica Steinbrenner,$1.3 B,59,United States,Sports,
2224,2133,Jennifer Steinbrenner Swindal,$1.3 B,63,United States,Sports,
2225,2133,Konstantin Strukov & family,$1.3 B,64,Russia,"Gold, coal mining",
2226,2133,Rustem Sulteev,$1.3 B,69,Russia,"Refinery, chemicals",
2227,2133,Clemens Toennies,$1.3 B,66,Germany,Meat processing,
2228,2133,Robert Toennies,$1.3 B,44,Germany,Meat processing,
2229,2133,John Van Lieshout,$1.3 B,77,Australia,Real estate,
2230,2133,Pongsak Viddayakorn,$1.3 B,89,Thailand,Hospitals,
2231,2133,Wang Jianguo,$1.3 B,63,China,Retail,
2232,2133,Junjin Wang,$1.3 B,54,China,Airline,
2233,2133,Wang Mingwang,$1.3 B,55,China,Electronics components,
2234,2133,Wei Lidong & family,$1.3 B,47,China,Software,
2235,2133,Myron Wentz,$1.3 B,83,St. Kitts and Nevis,Health products,
2236,2133,Wu Xiaoge,$1.3 B,50,China,Battery components,
2237,2133,Wu Xushun & family,$1.3 B,74,China,Internet,
2238,2133,Xiong Xiaochuan,$1.3 B,57,China,Medical devices,
2239,2133,Xu Shaochun,$1.3 B,60,China,Software,
2240,2133,Yan Jane & family,$1.3 B,53,China,Software,
2241,2133,Zeng Chaoyi,$1.3 B,54,China,Aluminum products,
2242,2133,Peng Zhao,$1.3 B,52,China,Online recruitment,
2243,2133,Zhao Tongtong,$1.3 B,56,Canada,Hotels,
2244,2133,Kostyantin Zhevago,$1.3 B,49,Ukraine,Mining,
2245,2133,Zong Yanmin,$1.3 B,N/A,China,Semiconductor materials,
2246,2259,Sanjay Agarwal,$1.2 B,52,India,Banking,
2247,2259,Hamad bin Jassim bin Jaber Al Thani,$1.2 B,63,Qatar,Investments,
2248,2259,Joao Alves de Queiroz Filho,$1.2 B,70,Brazil,Pharmaceuticals,
2249,2259,Jose Maria Aristrain,$1.2 B,60,Spain,Steel,
2250,2259,Michael Arougheti,$1.2 B,50,United States,Finance,
2251,2259,Tope Awotona,$1.2 B,41,United States,Software,
2252,2259,Mehmet Aydinlar,$1.2 B,66,Turkey,Hospitals,
2253,2259,Danna Azrieli,$1.2 B,55,Israel,Real estate,
2254,2259,Naomi Azrieli,$1.2 B,57,Canada,Real estate,
2255,2259,Sharon Azrieli,$1.2 B,62,Canada,Real estate,
2256,2259,Bai Houshan,$1.2 B,59,China,Lithium battery,
2257,2259,Thomas Bailey,$1.2 B,86,United States,Money management,
2258,2259,Bernhard Braun-Luedicke,$1.2 B,46,Germany,Medical technology,
2259,2259,Eva Maria Braun-Luedicke,$1.2 B,36,Germany,Medical technology,
2260,2259,Friederike Braun-Luedicke,$1.2 B,39,Germany,Medical technology,
2261,2259,Jeffrey Cheah,$1.2 B,78,Malaysia,"Property, healthcare",
2262,2259,Chen Xianbao & family,$1.2 B,63,China,Food,
2263,2259,Cheng Xianfeng,$1.2 B,54,China,Pharmaceuticals,
2264,2259,Chung Yong-jin,$1.2 B,54,South Korea,Retail,
2265,2259,Darwin Deason,$1.2 B,82,United States,Software,
2266,2259,Diego Della Valle,$1.2 B,69,Italy,Shoes,
2267,2259,Ashwin Desai,$1.2 B,71,India,Specialty chemicals,
2268,2259,Richard Desmond,$1.2 B,71,United Kingdom,Publishing,
2269,2259,Ding Shui Po,$1.2 B,52,China,"Sneakers, sportswear",
2270,2259,Sefik Yilmaz Dizdar,$1.2 B,85,Turkey,Fashion retail,
2271,2259,Mathias Doepfner,$1.2 B,60,Germany,Media,
2272,2259,Farhad Ebrahimi,$1.2 B,84,United States,Solar panels,
2273,2259,Jose Roberto Ermirio de Moraes,$1.2 B,65,Brazil,Diversified,
2274,2259,Jose Ermirio de Moraes Neto,$1.2 B,70,Brazil,Diversified,
2275,2259,Fang Hongbo,$1.2 B,56,China,Home appliances,
2276,2259,David Feffer,$1.2 B,66,Brazil,Pulp and paper,
2277,2259,Zsolt Felcsuti,$1.2 B,51,Hungary,Manufacturing,
2278,2259,Ben Francis,$1.2 B,30,United Kingdom,Fitness clothing,
2279,2259,Gary Friedman,$1.2 B,65,United States,Furniture retail,
2280,2259,Dan Gertler,$1.2 B,49,Israel,Mining,
2281,2259,Balkrishan Goenka,$1.2 B,56,India,Textiles,
2282,2259,Lawrence Golub,$1.2 B,63,United States,Private equity,
2283,2259,Saroj Rani Gupta,$1.2 B,72,India,Steel tubes,
2284,2259,Anthony Hall,$1.2 B,67,Australia,Technology,
2285,2259,Fahed Hariri,$1.2 B,42,Lebanon,"Construction, investments",
2286,2259,Richard Hayne,$1.2 B,75,United States,Urban Outfitters,
2287,2259,Michael Heine,$1.2 B,73,Australia,Financial services,
2288,2259,Orion Hindawi,$1.2 B,43,United States,Software,
2289,2259,Lawrence Ho,$1.2 B,46,Hong Kong,Casinos,
2290,2259,Huang Guanlin,$1.2 B,58,China,"Textiles, apparel",
2291,2259,Sam Hupert,$1.2 B,68,Australia,Technology,
2292,2259,Mohammed Ibrahim,$1.2 B,76,United Kingdom,Communications,
2293,2259,Shirley Kao,$1.2 B,66,Taiwan,Food & beverage retailing,
2294,2259,David Kaplan,$1.2 B,55,United States,Finance,
2295,2259,Kim Kardashian,$1.2 B,42,United States,"Shapewear, cosmetics, reality TV",
2296,2259,Ke Guihua,$1.2 B,57,China,Auto parts,
2297,2259,Ke Yunfeng & family,$1.2 B,56,China,Retailing,
2298,2259,Alexander Klyachin,$1.2 B,55,Russia,Real estate,
2299,2259,Christine Knauf,$1.2 B,N/A,Germany,Building materials,
2300,2259,Karl Knauf,$1.2 B,N/A,Germany,Building materials,
2301,2259,Suresh Krishna,$1.2 B,86,India,Auto parts,
2302,2259,Guy Laliberté,$1.2 B,63,Canada,Cirque du Soleil,
2303,2259,Lee Su-jin,$1.2 B,45,South Korea,Hospitality,
2304,2259,Li Guoqing,$1.2 B,53,China,Petro Fibre,
2305,2259,Li Li,$1.2 B,59,China,Pharmaceuticals,
2306,2259,Li Ruiqiang,$1.2 B,43,China,Medical services,
2307,2259,Zhen Li & family,$1.2 B,59,China,Lithium batteries,
2308,2259,Guangwei Liang,$1.2 B,59,China,Conglomerate,
2309,2259,Liu Ming Hui,$1.2 B,60,China,Natural gas distribution,
2310,2259,Frederic Luddy,$1.2 B,68,United States,Software,
2311,2259,"Cargill MacMillan, III.",$1.2 B,63,United States,Cargill,
2312,2259,John MacMillan,$1.2 B,73,United States,Cargill,
2313,2259,Martha MacMillan,$1.2 B,71,United States,Cargill,
2314,2259,William MacMillan,$1.2 B,68,United States,Cargill,
2315,2259,Keshub Mahindra,$1.2 B,99,India,Diversified,
2316,2259,Mao Zhongwu,$1.2 B,60,China,Manufacturing,
2317,2259,Jorge Mas,$1.2 B,60,United States,Construction,
2318,2259,Lorinc Meszaros,$1.2 B,57,Hungary,Diversified,
2319,2259,Jeffrey Michael & family,$1.2 B,66,United States,Data management,
2320,2259,Alan Miller & family,$1.2 B,85,United States,Healthcare services,
2321,2259,Ulrich Mommert & family,$1.2 B,82,Austria,Lighting,
2322,2259,Neide Helena de Moraes,$1.2 B,68,Brazil,Diversified,
2323,2259,Scott Nuttall,$1.2 B,50,United States,Private equity,
2324,2259,Kailashchandra Nuwal,$1.2 B,65,India,Industrial explosives,
2325,2259,Axel Oberwelland & family,$1.2 B,56,Germany,Candy,
2326,2259,Jonathan Oringer,$1.2 B,48,United States,Stock photos,
2327,2259,Vitaly Orlov,$1.2 B,58,Russia,Fisheries,
2328,2259,Jose Isaac Peres & family,$1.2 B,82,Brazil,Shopping malls,
2329,2259,Markus Persson,$1.2 B,43,Sweden,Computer games,
2330,2259,Mark Pincus,$1.2 B,57,United States,Online games,
2331,2259,Murdaya Poo,$1.2 B,82,Indonesia,Diversified,
2332,2259,Forrest Preston,$1.2 B,90,United States,Health care,
2333,2259,Qian Ying,$1.2 B,57,China,Pig breeding,
2334,2259,Jimmy Rane,$1.2 B,76,United States,Lumber,
2335,2259,Andrei Rappoport,$1.2 B,59,Russia,Investments,
2336,2259,Hugo Ribeiro & family,$1.2 B,N/A,Brazil,Agribusiness,
2337,2259,Bennett Rosenthal,$1.2 B,59,United States,Finance,
2338,2259,Atul Ruia,$1.2 B,52,India,Real estate,
2339,2259,Thomas Sandell,$1.2 B,62,Sweden,Hedge funds,
2340,2259,Francesco Saputo,$1.2 B,N/A,Canada,Cheese,
2341,2259,Dhruv Sawhney,$1.2 B,78,India,"Engineering, sugar",
2342,2259,Gerald Schwartz,$1.2 B,81,Canada,Finance,
2343,2259,Antonio Luiz Seabra,$1.2 B,80,Brazil,Cosmetics,
2344,2259,Eric Ya Shen,$1.2 B,52,China,Online apparel retail,
2345,2259,Sytse 'Sid' Sijbrandij,$1.2 B,43,Netherlands,Software,
2346,2259,Alexander Sixt,$1.2 B,43,Germany,Car rentals,
2347,2259,Konstantin Sixt,$1.2 B,40,Germany,Car rentals,
2348,2259,Edwin Soeryadjaya,$1.2 B,73,Indonesia,"Coal, investments",
2349,2259,Abhay Soi,$1.2 B,49,India,Healthcare,
2350,2259,Mike Speiser,$1.2 B,52,United States,Software,
2351,2259,Marco Squinzi,$1.2 B,51,Italy,Chemical products,
2352,2259,Veronica Squinzi,$1.2 B,51,Italy,Chemical products,
2353,2259,Michael Steinhardt,$1.2 B,82,United States,Hedge funds,
2354,2259,Ion Stoica,$1.2 B,58,Romania,Data analytics,
2355,2259,Eddy Sugianto,$1.2 B,77,Indonesia,Coal,
2356,2259,Luc Tack,$1.2 B,61,Belgium,"Textile, chemicals",
2357,2259,Tony Tan Caktiong,$1.2 B,70,Philippines,Food,
2358,2259,Xiuguo Tang,$1.2 B,59,China,Manufacturing,
2359,2259,Sam Tarascio,$1.2 B,78,Australia,Real estate,
2360,2259,Lina Tombolato,$1.2 B,75,Italy,Financial services,
2361,2259,Ching Bor Tung,$1.2 B,60,China,Manufacturing,
2362,2259,Joop van den Ende,$1.2 B,81,Netherlands,TV shows,
2363,2259,Ruben Vardanyan & family,$1.2 B,54,Armenia,Investment banking,
2364,2259,Sandro Veronesi & family,$1.2 B,63,Italy,Fashion,
2365,2259,Thongma Vijitpongpun,$1.2 B,65,Thailand,Real estate,
2366,2259,Thomas von Koch,$1.2 B,57,Sweden,Asset management,
2367,2259,Wang Fuji,$1.2 B,N/A,China,Pharmaceuticals,
2368,2259,Wang Shih-Chung,$1.2 B,61,Taiwan,Pneumatic equipments,
2369,2259,Wang Xiaoshen,$1.2 B,54,China,Lithium,
2370,2259,J. Wayne Weaver,$1.2 B,87,United States,Shoes,
2371,2259,Drorit Wertheim,$1.2 B,67,Israel,Coca Cola Israel,
2372,2259,Cameron Winklevoss,$1.2 B,41,United States,Cryptocurrency,
2373,2259,Tyler Winklevoss,$1.2 B,41,United States,Cryptocurrency,
2374,2259,Wu Chung-yi,$1.2 B,67,Taiwan,Manufacturing,
2375,2259,Eugene Wu,$1.2 B,77,Taiwan,Finance,
2376,2259,Wu Yonghua,$1.2 B,52,China,Apparel,
2377,2259,Xia Xinde,$1.2 B,58,China,Batteries,
2378,2259,Wenbo Xiang,$1.2 B,60,China,Manufacturing,
2379,2259,Xu Jin,$1.2 B,58,China,Wine,
2380,2259,Xu Shijun & family,$1.2 B,60,China,Manufacturing,
2381,2259,Wanmao Xu,$1.2 B,78,China,Education,
2382,2259,Xu Yuejuan,$1.2 B,61,China,Petro Fibre,
2383,2259,Vadim Yakunin,$1.2 B,60,Russia,Pharmacy,
2384,2259,Yang Yunyun,$1.2 B,46,China,Retail,
2385,2259,Matei Zaharia,$1.2 B,37,Romania,Data analytics,
2386,2259,Zan Shengda,$1.2 B,60,China,Diversified,
2387,2259,Zhang Xuezheng,$1.2 B,47,China,Telecom,
2388,2259,Ning Zhao,$1.2 B,56,United States,Pharmaceuticals,
2389,2259,Zhou Wen & family,$1.2 B,58,China,Chemicals,
2390,2259,Zhu Xingliang,$1.2 B,63,China,Construction,
2391,2405,Hari Krishan Agarwal,$1.1 B,66,India,Sports shoes,
2392,2405,Farkhad Akhmedov,$1.1 B,67,Russia,Investments,
2393,2405,Prem Kumar Arora,$1.1 B,84,India,Pharmaceuticals,
2394,2405,Joseph Bae,$1.1 B,51,United States,Private equity,
2395,2405,Abigail Bennett,$1.1 B,42,United States,Liquor,
2396,2405,Sara Blakely,$1.1 B,52,United States,Spanx,
2397,2405,Lloyd Blankfein,$1.1 B,68,United States,Banking,
2398,2405,Henadiy Boholyubov,$1.1 B,61,Ukraine,"Banking, investments",
2399,2405,Stephane Bonvin,$1.1 B,56,Switzerland,Real estate,
2400,2405,Oleg Boyko,$1.1 B,58,Russia,Diversified,
2401,2405,Ryan Breslow,$1.1 B,28,United States,E-commerce software,
2402,2405,Thomas Bruch,$1.1 B,72,Germany,Retail,
2403,2405,Marina Budiman,$1.1 B,61,Indonesia,Data centers,
2404,2405,Pradip Burman,$1.1 B,80,India,Consumer goods,
2405,2405,Cai Hongbin,$1.1 B,N/A,China,Pharmaceuticals,
2406,2405,Cao Kejian,$1.1 B,60,China,Air compressors,
2407,2405,Giuliana Caprotti,$1.1 B,82,Italy,Supermarkets,
2408,2405,Marina Caprotti,$1.1 B,45,Italy,Supermarkets,
2409,2405,Chang Jing,$1.1 B,40,China,Technology,
2410,2405,Chen Baohua,$1.1 B,61,China,Pharmaceutical,
2411,2405,Gang Chen,$1.1 B,55,China,Solar energy,
2412,2405,Liying Chen,$1.1 B,47,China,Package delivery,
2413,2405,Tony Chen,$1.1 B,73,Taiwan,Electronics,
2414,2405,Chen Xueling,$1.1 B,55,China,Stationery,
